0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,58.98692810457516,76.78571428571429,55.67567567567567,0.0,56.01436265709157,100.0,52.72727272727272,75.92592592592592,0.0,0.0,0.0,68.42105263157895,54.72027972027972,100.0,0.0,0.0,0.0,96.55172413793103,49.2,0.0,64.60176991150442,43.24324324324324,51.65217391304348,100.0,55.97147950089126,78.57142857142857,55.10204081632652,0.0,65.6794425087108,75.0,56.81818181818182,59.09090909090909,53.01204819277109,0.0,58.11688311688312,0.0,0.0,73.21428571428571,60.4982206405694,0.0,0.0,0.0,52.129817444219064,80.35714285714286,64.19529837251356,100.0,55.069930069930074,89.65517241379311,57.27272727272727,0.0,0.0,100.0,0.0,78.94736842105263,51.63636363636363,96.49122807017544,55.1056338028169,0.0,58.01801801801801,100.0,60.75949367088608,0.0,50.358422939068106,0.0,59.61199294532628,100.0,36.702127659574465,100.0,43.71980676328502,100.0,58.028616852146264,67.85714285714286,55.30434782608695,0.0,47.42268041237113,78.57142857142857,48.504273504273506,76.27118644067797,55.51601423487544,100.0,44.59203036053131,0.0,45.843230403800476,100.0,52.41935483870967,98.30508474576271,55.87703435804702,55.35714285714286,58.206429780033844,0.0,0.0,0.0,52.0,92.85714285714286,0.0,79.24528301886792,47.443762781186095
87.5,63.090909090909086,95.65217391304348,58.00653594771242,78.57142857142857,57.117117117117125,0.0,0.0,100.0,0.0,88.88888888888889,0.0,100.0,53.412969283276446,77.19298245614034,57.34265734265735,100.0,0.0,0.0,53.956834532374096,96.55172413793103,0.0,62.745098039215684,67.78761061946904,0.0,53.565217391304344,0.0,57.39750445632799,85.71428571428571,0.0,95.45454545454545,67.42160278745645,82.14285714285714,57.27272727272727,56.81818181818182,55.42168674698795,96.42857142857143,58.44155844155844,70.6896551724138,47.85478547854785,0.0,63.16725978647687,96.42857142857143,55.11182108626198,0.0,0.0,78.57142857142857,66.72694394213381,100.0,55.59440559440559,89.65517241379311,60.72727272727273,87.71929824561403,0.0,0.0,56.934306569343065,71.9298245614035,54.72727272727273,96.49122807017544,0.0,0.0,62.88288288288288,100.0,0.0,100.0,0.0,0.0,61.022927689594354,100.0,42.5531914893617,100.0,0.0,0.0,0.0,66.07142857142857,56.69565217391305,76.36363636363637,48.6254295532646,83.92857142857143,49.358974358974365,0.0,57.11743772241993,100.0,46.86907020872865,0.0,51.78147268408551,0.0,55.64516129032258,98.30508474576271,0.0,60.71428571428571,59.89847715736041,100.0,0.0,92.72727272727272,0.0,87.5,0.0,69.81132075471697,48.670756646216766
87.5,0.0,95.65217391304348,61.111111111111114,80.35714285714286,57.65765765765766,100.0,59.964093357271096,100.0,56.36363636363636,0.0,14.013840830449828,100.0,0.0,0.0,61.88811188811189,100.0,63.34913112164296,0.0,0.0,0.0,53.2,0.0,0.0,51.35135135135135,55.30434782608695,100.0,59.180035650623886,82.14285714285714,56.80272108843537,88.63636363636364,69.86062717770035,0.0,0.0,54.54545454545454,56.62650602409639,0.0,0.0,0.0,50.165016501650165,0.0,63.16725978647687,96.42857142857143,56.0702875399361,100.0,56.3894523326572,82.14285714285714,68.35443037974683,100.0,57.34265734265735,0.0,0.0,84.21052631578947,52.13178294573644,100.0,55.839416058394164,80.7017543859649,0.0,96.49122807017544,61.09154929577465,81.81818181818183,60.36036036036037,100.0,63.47197106690777,0.0,52.508960573476706,80.7017543859649,61.552028218694886,0.0,43.61702127659575,100.0,0.0,100.0,60.89030206677265,0.0,60.17391304347826,76.36363636363637,0.0,83.92857142857143,0.0,81.35593220338984,0.0,0.0,47.81783681214421,57.89473684210527,54.156769596199524,0.0,56.935483870967744,98.30508474576271,58.22784810126582,57.14285714285714,0.0,100.0,0.0,92.72727272727272,0.0,87.5,54.961832061068705,81.13207547169812,50.306748466257666
91.07142857142857,0.0,97.82608695652173,0.0,80.35714285714286,58.37837837837838,100.0,61.04129263913825,100.0,0.0,88.88888888888889,0.0,0.0,57.33788395904437,0.0,62.41258741258741,100.0,0.0,0.0,57.73381294964028,96.55172413793103,56.99999999999999,0.0,69.5575221238938,54.054054054054056,54.78260869565217,100.0,61.14081996434938,0.0,60.8843537414966,88.63636363636364,0.0,0.0,61.81818181818181,0.0,0.0,91.07142857142857,59.41558441558441,70.6896551724138,50.495049504950494,83.92857142857143,64.59074733096085,98.21428571428571,58.30670926517571,0.0,0.0,85.71428571428571,0.0,100.0,58.21678321678322,0.0,62.54545454545455,87.71929824561403,56.97674418604651,100.0,56.75182481751825,85.96491228070175,58.18181818181818,94.73684210526315,0.0,83.63636363636363,62.70270270270271,100.0,0.0,100.0,52.867383512544805,75.43859649122807,63.844797178130506,0.0,46.54255319148936,0.0,49.033816425120776,0.0,62.63910969793323,67.85714285714286,61.56521739130435,78.18181818181819,0.0,85.71428571428571,0.0,83.05084745762711,59.7864768683274,100.0,50.094876660341555,56.14035087719298,0.0,100.0,59.03225806451613,98.30508474576271,0.0,0.0,63.45177664974619,0.0,56.25,92.72727272727272,56.42105263157895,92.85714285714286,58.778625954198475,0.0,53.987730061349694
91.07142857142857,66.72727272727272,97.82608695652173,63.725490196078425,82.14285714285714,58.91891891891892,0.0,59.78456014362658,100.0,58.54545454545455,90.74074074074075,0.0,100.0,59.72696245733788,78.94736842105263,0.0,100.0,64.77093206951027,0.0,57.9136690647482,96.55172413793103,57.4,0.0,70.08849557522124,0.0,0.0,100.0,61.14081996434938,85.71428571428571,0.0,0.0,70.73170731707317,89.28571428571429,62.95454545454545,54.54545454545454,57.63052208835341,91.07142857142857,58.603896103896105,72.41379310344827,0.0,80.35714285714286,0.0,98.21428571428571,58.626198083067095,100.0,0.0,0.0,71.24773960216999,100.0,0.0,91.37931034482759,62.54545454545455,0.0,60.07751937984496,100.0,0.0,82.45614035087719,57.45454545454546,94.73684210526315,62.147887323943664,83.63636363636363,0.0,0.0,0.0,100.0,52.867383512544805,78.94736842105263,64.19753086419753,100.0,47.340425531914896,100.0,0.0,100.0,61.526232114467405,69.64285714285714,61.21739130434782,0.0,55.154639175257735,82.14285714285714,54.059829059829056,81.35593220338984,61.032028469750884,0.0,0.0,0.0,57.00712589073634,0.0,59.67741935483871,100.0,0.0,60.71428571428571,65.82064297800339,0.0,56.25,92.72727272727272,57.89473684210527,0.0,0.0,0.0,52.760736196319016
0.0,66.18181818181819,95.65217391304348,61.60130718954249,82.14285714285714,59.81981981981982,100.0,63.73429084380611,0.0,0.0,0.0,44.11764705882353,100.0,62.45733788395904,0.0,0.0,100.0,67.4565560821485,0.0,58.992805755395686,96.55172413793103,58.599999999999994,72.54901960784314,0.0,56.75675675675676,57.21739130434783,100.0,61.31907308377896,83.92857142857143,60.71428571428571,84.0909090909091,70.73170731707317,80.35714285714286,0.0,56.81818181818182,0.0,0.0,61.850649350649356,65.51724137931035,52.8052805280528,0.0,66.72597864768683,98.21428571428571,57.66773162939297,100.0,59.63488843813387,91.07142857142857,0.0,100.0,61.01398601398601,0.0,60.909090909090914,87.71929824561403,61.627906976744185,0.0,58.941605839416056,0.0,0.0,94.73684210526315,62.676056338028175,83.63636363636363,0.0,100.0,0.0,100.0,0.0,0.0,65.96119929453262,100.0,50.53191489361703,100.0,50.24154589371981,100.0,0.0,0.0,60.86956521739131,80.0,0.0,0.0,56.837606837606835,81.35593220338984,62.09964412811389,100.0,52.18216318785579,56.14035087719298,56.294536817102134,0.0,61.29032258064516,100.0,59.13200723327306,58.92857142857143,66.49746192893402,0.0,58.08823529411765,87.27272727272727,0.0,78.57142857142857,0.0,0.0,53.987730061349694
89.28571428571429,67.27272727272727,95.65217391304348,0.0,0.0,60.9009009009009,0.0,62.11849192100538,100.0,60.909090909090914,90.74074074074075,0.0,100.0,60.580204778157,80.7017543859649,63.11188811188811,100.0,0.0,91.07142857142857,60.07194244604317,96.55172413793103,58.199999999999996,72.54901960784314,0.0,45.94594594594595,56.69565217391305,0.0,61.67557932263814,83.92857142857143,63.095238095238095,84.0909090909091,0.0,78.57142857142857,0.0,0.0,0.0,94.64285714285714,61.038961038961034,67.24137931034483,53.46534653465347,80.35714285714286,67.43772241992883,98.21428571428571,60.383386581469644,0.0,58.82352941176471,92.85714285714286,69.8010849909584,100.0,0.0,91.37931034482759,62.36363636363637,85.96491228070175,62.4031007751938,100.0,58.57664233576643,0.0,0.0,0.0,0.0,83.63636363636363,0.0,100.0,0.0,100.0,0.0,80.7017543859649,65.4320987654321,100.0,0.0,100.0,0.0,0.0,63.11605723370429,73.21428571428571,60.52173913043478,81.81818181818183,0.0,80.35714285714286,56.1965811965812,81.35593220338984,62.09964412811389,100.0,52.371916508538895,57.89473684210527,57.71971496437055,0.0,61.61290322580645,0.0,0.0,62.5,0.0,0.0,59.00735294117647,89.0909090909091,57.89473684210527,80.35714285714286,58.587786259541986,94.33962264150944,0.0
89.28571428571429,0.0,97.82608695652173,0.0,82.14285714285714,61.62162162162163,100.0,0.0,100.0,60.0,0.0,0.0,0.0,61.43344709897611,84.21052631578947,61.713286713286706,100.0,68.8783570300158,91.07142857142857,0.0,96.55172413793103,58.8,70.58823529411765,0.0,51.35135135135135,0.0,0.0,0.0,83.92857142857143,0.0,86.36363636363636,71.0801393728223,0.0,63.40909090909091,61.36363636363637,58.63453815261044,0.0,0.0,0.0,0.0,80.35714285714286,0.0,0.0,0.0,0.0,0.0,91.07142857142857,72.875226039783,100.0,61.88811188811189,0.0,62.0,84.21052631578947,64.14728682170544,100.0,60.4014598540146,80.7017543859649,57.81818181818181,94.73684210526315,64.26056338028168,83.63636363636363,66.48648648648648,100.0,68.1735985533454,100.0,54.83870967741935,82.45614035087719,64.55026455026454,100.0,52.3936170212766,100.0,50.96618357487923,0.0,63.910969793322735,73.21428571428571,60.0,0.0,57.73195876288659,66.07142857142857,0.0,83.05084745762711,63.345195729537366,100.0,53.32068311195446,0.0,58.19477434679335,100.0,0.0,100.0,60.75949367088608,66.07142857142857,66.66666666666666,100.0,59.375,85.45454545454545,58.526315789473685,78.57142857142857,61.832061068702295,0.0,0.0
85.71428571428571,66.36363636363637,95.65217391304348,63.0718954248366,80.35714285714286,61.8018018018018,0.0,61.22082585278277,100.0,0.0,0.0,8.650519031141869,0.0,62.96928327645052,84.21052631578947,0.0,100.0,67.4565560821485,0.0,0.0,96.55172413793103,60.199999999999996,74.50980392156863,0.0,43.24324324324324,57.7391304347826,100.0,62.38859180035651,83.92857142857143,64.28571428571429,86.36363636363636,0.0,0.0,0.0,63.63636363636363,0.0,94.64285714285714,62.824675324675326,79.3103448275862,0.0,0.0,67.08185053380782,96.42857142857143,59.105431309904155,0.0,59.43204868154158,0.0,71.24773960216999,100.0,61.36363636363637,91.37931034482759,62.727272727272734,91.22807017543859,64.34108527131784,0.0,61.861313868613145,80.7017543859649,59.09090909090909,94.73684210526315,63.556338028169016,0.0,65.04504504504504,100.0,67.45027124773961,100.0,0.0,78.94736842105263,0.0,100.0,52.92553191489362,100.0,52.65700483091788,0.0,64.70588235294117,75.0,60.17391304347826,80.0,56.70103092783505,67.85714285714286,0.0,0.0,65.48042704626334,0.0,0.0,0.0,0.0,100.0,63.38709677419355,0.0,0.0,69.64285714285714,66.83587140439933,100.0,0.0,85.45454545454545,58.73684210526315,82.14285714285714,62.59541984732825,92.45283018867924,56.032719836400815
92.85714285714286,0.0,97.82608695652173,65.19607843137256,83.92857142857143,62.16216216216216,100.0,0.0,100.0,60.909090909090914,0.0,22.145328719723185,0.0,60.40955631399317,84.21052631578947,64.16083916083916,100.0,68.4044233807267,0.0,58.81294964028777,96.55172413793103,61.199999999999996,78.43137254901961,71.85840707964601,0.0,57.391304347826086,100.0,61.67557932263814,0.0,64.96598639455783,86.36363636363636,71.95121951219512,73.21428571428571,62.5,59.09090909090909,0.0,0.0,0.0,77.58620689655173,55.115511551155116,83.92857142857143,66.01423487544484,96.42857142857143,60.70287539936102,0.0,60.85192697768763,87.5,69.98191681735986,100.0,60.48951048951049,91.37931034482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315,65.49295774647888,85.45454545454545,68.46846846846847,0.0,66.18444846292948,100.0,0.0,0.0,65.96119929453262,100.0,0.0,0.0,0.0,100.0,0.0,75.0,60.69565217391304,80.0,57.90378006872853,0.0,57.26495726495726,83.05084745762711,64.41281138790036,100.0,53.32068311195446,57.89473684210527,59.14489311163895,100.0,63.2258064516129,100.0,0.0,71.42857142857143,0.0,100.0,0.0,92.72727272727272,59.578947368421055,80.35714285714286,62.786259541984734,92.45283018867924,0.0
