test_before,test_after
0.6121366620063782,39.9334831237793
2.033142328262329,41.6728630065918
2.830472707748413,44.45949935913086
3.6013717651367188,44.03105926513672
4.03967809677124,44.124977111816406
5.590209007263184,46.285797119140625
6.716557502746582,45.71094512939453
7.333368301391602,48.11931228637695
8.176639556884766,47.60800552368164
8.585763931274414,47.88051986694336
9.84052848815918,49.88817596435547
10.180744171142578,49.72160339355469
11.005830764770508,50.78352737426758
11.544280052185059,51.7097053527832
12.0663423538208,49.50193786621094
12.747467994689941,54.265438079833984
12.79861068725586,51.831478118896484
12.533685684204102,52.91096496582031
14.052255630493164,54.88795471191406
14.15671443939209,52.94203186035156
13.772153854370117,53.71368408203125
14.562347412109375,52.877052307128906
15.724973678588867,56.05374526977539
15.679841041564941,54.26832580566406
14.866881370544434,54.71089553833008
16.01157569885254,56.387752532958984
16.708993911743164,54.85169219970703
16.044099807739258,56.322998046875
17.179546356201172,56.24562454223633
16.898242950439453,55.862796783447266
16.12054443359375,55.858402252197266
17.34186553955078,55.77294921875
17.401756286621094,56.32634735107422
17.52625846862793,56.08308410644531
17.355031967163086,56.03573989868164
17.476917266845703,55.91671371459961
17.874570846557617,57.22483444213867
18.574626922607422,58.024864196777344
18.147525787353516,57.51606750488281
17.92457389831543,57.540164947509766
17.727783203125,55.73903274536133
17.481231689453125,56.32500457763672
18.19512939453125,55.72746276855469
18.324352264404297,56.88387680053711
18.680896759033203,56.744544982910156
19.24363899230957,55.26931381225586
18.490699768066406,57.105411529541016
18.894289016723633,54.402278900146484
18.75545310974121,55.68312454223633
19.082197189331055,55.931766510009766
