test_before,test_after
0.6121366620063782,50.0554313659668
1.2592365741729736,53.49569320678711
1.7364249229431152,55.0587158203125
1.7863948345184326,54.239707946777344
2.0222349166870117,54.66263961791992
2.0366694927215576,55.17909622192383
2.4321796894073486,53.3442497253418
2.2726078033447266,55.568416595458984
2.5507888793945312,54.932701110839844
2.649348258972168,53.845069885253906
2.6205756664276123,54.92512512207031
2.8010964393615723,53.89326858520508
1.489613652229309,55.138484954833984
2.607423782348633,54.231388092041016
3.037440538406372,53.8102912902832
3.6715176105499268,55.88522720336914
2.972829580307007,54.6884765625
2.84740948677063,54.25331497192383
3.68920636177063,55.866519927978516
3.063404083251953,54.62181091308594
2.6950483322143555,55.125160217285156
2.7183663845062256,54.14654541015625
3.494438648223877,55.797813415527344
2.729823589324951,54.810482025146484
3.220836877822876,55.44750213623047
2.734506845474243,55.78008270263672
3.061957836151123,54.410850524902344
3.166532516479492,55.43193817138672
3.450852155685425,55.16694259643555
3.0082085132598877,54.57880401611328
3.5398669242858887,54.99454116821289
2.8680601119995117,55.459903717041016
2.948535680770874,55.330421447753906
3.83872652053833,54.79723358154297
3.204777479171753,54.01167297363281
3.6414167881011963,53.990013122558594
3.036327362060547,55.39490509033203
2.9965224266052246,55.83821487426758
3.0362298488616943,54.88963317871094
3.5043439865112305,55.54045486450195
3.1991000175476074,54.470191955566406
3.2940094470977783,55.05336380004883
4.089999675750732,54.43896484375
3.806957244873047,54.08133316040039
3.4996635913848877,54.32650375366211
3.465505361557007,53.91703414916992
3.826183557510376,55.06377410888672
4.08916711807251,52.98625946044922
3.2698047161102295,54.53501892089844
2.9476218223571777,54.08413314819336
