test_before,test_after
0.6121366620063782,48.56605911254883
2.1380786895751953,50.461280822753906
4.060022354125977,53.492919921875
6.40720272064209,52.5533561706543
7.609737873077393,54.66263961791992
9.044513702392578,56.68178939819336
10.996257781982422,54.66323471069336
10.873796463012695,58.035667419433594
11.992740631103516,58.17412185668945
13.579668045043945,55.86138916015625
14.21625804901123,59.8551139831543
15.371767044067383,58.03923034667969
16.34019660949707,59.794097900390625
15.765583038330078,60.11700439453125
17.012611389160156,59.257080078125
17.308582305908203,60.88856887817383
17.42676544189453,60.24323272705078
17.521738052368164,59.20069122314453
18.406888961791992,61.23397445678711
19.0455379486084,60.83600616455078
19.299287796020508,60.53809356689453
19.63111114501953,60.337608337402344
20.19391632080078,60.581748962402344
20.55452537536621,60.0133171081543
20.27827262878418,61.10442352294922
21.147817611694336,60.57391357421875
21.845800399780273,59.75370407104492
20.80648422241211,61.08538055419922
22.129348754882812,59.80387496948242
21.49309730529785,59.953224182128906
21.159765243530273,59.55714416503906
22.880029678344727,59.84255599975586
21.92022705078125,60.030418395996094
22.128019332885742,59.11638641357422
22.98504638671875,59.12199020385742
22.687015533447266,58.809120178222656
23.48635482788086,59.5020751953125
23.56247901916504,60.14958572387695
23.400392532348633,59.215797424316406
22.76852798461914,59.772850036621094
23.671541213989258,58.76715087890625
23.05806541442871,58.19416809082031
22.87080955505371,59.15369415283203
23.870651245117188,57.560020446777344
23.02182388305664,58.62897491455078
23.80930519104004,57.973873138427734
24.05605697631836,59.05126953125
24.002243041992188,57.69697952270508
24.9460391998291,58.55338668823242
25.505950927734375,57.195030212402344
